symbol_stack_unwind,num_filesystem_inputs,exit_status,perc_cpu_used,avg_size_unshared_data_area_Kb,num_waits,avg_size_unshared_text_area_Kb,max_resident_size_Kb,cpu_sec_user_mode,num_swapped,symbol_ro_data_local,avg_total_memory_used_Kb,symbol_unique_global,elapsed_real_time_sec,num_major_page_faults,symbol_ro_data_global,num_signals,num_involuntary_context_switch,symbol_text_global,FileName,num_minor_page_faults,symbol_text_local,FileSize,symbol_debug,num_socket_msg_sent,cpu_sec_kernel_mode,num_socket_msg_recv,num_filesystem_outputs
0,128,0,91%,0,222,0,63360,0.86,0,0,0,0,1.06,0,0,0,44,3,packages/zoltan/src/CMakeFiles/zoltan.dir/Utilities/Communication/comm_create.c.o,2925,0,16280,0,0,0.10,0,0
0,128,0,76%,0,165,0,58304,0.32,0,0,0,0,0.52,0,0,0,25,1,packages/zoltan/src/CMakeFiles/zoltan.dir/Utilities/Communication/comm_destroy.c.o,2841,0,2080,0,0,0.07,0,0
0,128,0,82%,0,127,0,60032,0.40,0,0,0,0,0.63,0,0,0,44,1,packages/zoltan/src/CMakeFiles/zoltan.dir/Utilities/Communication/comm_info.c.o,2876,0,3360,0,0,0.11,0,0
0,128,0,92%,0,159,0,63232,1.17,0,0,0,0,1.38,0,0,0,46,4,packages/zoltan/src/CMakeFiles/zoltan.dir/Utilities/Communication/comm_do.c.o,2927,0,19816,0,0,0.10,0,0
0,128,0,81%,0,153,0,61184,0.50,0,0,0,0,0.70,0,0,0,49,3,packages/zoltan/src/CMakeFiles/zoltan.dir/Utilities/Communication/comm_do_reverse.c.o,2886,2,5480,0,0,0.06,0,0
0,256,0,97%,0,167,0,80192,5.90,0,0,0,0,6.15,1,0,0,73,1,packages/zoltan/src/CMakeFiles/zoltan.dir/reftree/reftree_coarse_path.c.o,3234,7,78064,0,0,0.11,0,0
0,128,0,77%,0,125,0,61824,0.49,0,0,0,0,0.78,0,0,0,74,7,packages/zoltan/src/CMakeFiles/zoltan.dir/reftree/reftree_hash.c.o,2896,0,4424,0,0,0.11,0,0
0,128,0,94%,0,169,0,68032,1.73,0,0,0,0,1.97,0,0,0,48,1,packages/zoltan/src/CMakeFiles/zoltan.dir/reftree/reftree_part.c.o,2997,7,28256,0,0,0.13,0,0
0,384,0,98%,0,181,0,83328,7.17,0,0,0,0,7.45,1,0,0,113,6,packages/zoltan/src/CMakeFiles/zoltan.dir/reftree/reftree_build.c.o,3376,8,109504,0,0,0.13,0,0
0,128,0,94%,0,156,0,66112,1.03,0,0,0,0,1.22,0,0,0,45,5,packages/zoltan/src/CMakeFiles/zoltan.dir/phg/phg.c.o,2966,2,41208,0,0,0.11,0,0
